ChessID	ChessName	ChessRank
205216	赵忠	4
205117	何太后	6
205217	何太后	6
205118	万年公主	5
205218	万年公主	5
205119	张让	5
205219	张让	5
206101	波才	1
206201	波才	1
206102	邓茂	1
206202	邓茂	1
206103	程远志	2
206203	程远志	2
206104	眭固	2
206204	眭固	2
206105	严政	2
206205	严政	2
206106	白绕	3
206206	白绕	3
206107	何曼	3
206207	何曼	3
206108	陶升	3
206208	陶升	3
206109	张梁	3
206209	张梁	3
206110	刘辟	4
206210	刘辟	4
206111	裴元绍	4
206211	裴元绍	4
206112	张闿	4
206212	张闿	4
206113	张燕	4
206213	张燕	4
206114	卜巳	5
206214	卜巳	5
206115	于毒	5
206215	于毒	5
206116	张曼成	5
206216	张曼成	5
206117	张宝	6
206217	张宝	6
206118	张楚	6
206218	张楚	6
206119	张宁	6
206219	张宁	6
206120	黄巾兵	1
206220	黄巾兵	1
20201011	吴兰	1
20201012	吴兰	1
20201021	张星彩	1
20201022	张星彩	1
20201031	关羽	2
20201032	关羽	2
20201041	糜竺	2
20201042	糜竺	2
20201051	糜夫人	2
20201052	糜夫人	2
20201061	魏延	3
20201062	魏延	3
20201071	廖化	3
20201072	廖化	3
20201081	周仓	3
20201082	周仓	3
20201091	庞统	3
20201092	庞统	3
20201101	王平	4
20201102	王平	4
20201111	黄忠	5
20201112	黄忠	5
20201121	关平	4
20201122	关平	4
20201131	徐庶	4
20201132	徐庶	4
20201141	张飞	4
20201142	张飞	4
20201151	赵襄	5
20201152	赵襄	5
20201161	诸葛亮	5
20201162	诸葛亮	5
20201171	刘永	6
20201172	刘永	6
20201181	黄月英	6
20201182	黄月英	6
20201191	法正	6
20201192	法正	6
20201201	雷铜	1
20201202	雷铜	1
20202011	夏侯杰	1
20202012	夏侯杰	1
20202021	夏侯惇	1
20202022	夏侯惇	1
20202031	李典	2
20202032	李典	2
20202041	邓艾	2
20202042	邓艾	2
20202051	王异	2
20202052	王异	2
20202061	许褚	3
20202062	许褚	3
20202071	荀彧	3
20202072	荀彧	3
20202081	张郃	3
20202082	张郃	3
20202091	薛灵芸	3
20202092	薛灵芸	3
20202101	何晏	4
20202102	何晏	4
20202111	典韦	4
20202112	典韦	4
20202121	王双	4
20202122	王双	4
20202131	管辂	4
20202132	管辂	4
20202141	曹金玉	5
20202142	曹金玉	5
20202151	司马懿	5
20202152	司马懿	5
20202161	甄姬	5
20202162	甄姬	5
20202171	曹仁	6
20202172	曹仁	6
20202181	郭嘉	6
20202182	郭嘉	6
20202191	郭照	6
20202192	郭照	6
20203011	贾华	1
20203012	贾华	1
20203021	陆逊	1
20203022	陆逊	1
20203031	孙翎鸾	2
20203032	孙翎鸾	2
20203041	黄盖	2
20203042	黄盖	2
20203051	甘宁	2
20203052	甘宁	2
20203061	徐盛	3
20203062	徐盛	3
20203071	周善	3
20203072	周善	3
20203081	丁奉	3
20203082	丁奉	3
20203091	凌统	3
20203092	凌统	3
20203101	吕蒙	4
20203102	吕蒙	4
20203111	孙策	4
20203112	孙策	4
20203121	张昭	4
20203122	张昭	4
20203131	孙坚	4
20203132	孙坚	4
20203141	周瑜	5
20203142	周瑜	5
20203151	韩当	5
20203152	韩当	5
20203161	大乔	5
20203162	大乔	5
20203171	孙皓	6
20203172	孙皓	6
20203181	祖茂	6
20203182	祖茂	6
20203191	太史慈	6
20203192	太史慈	6
20203201	刀斧手	1
20203202	刀斧手	1
20203211	锦帆军	1
20203212	锦帆军	1
20203221	解烦卫	1
20203222	解烦卫	1
20204011	邓茂	1
20204012	邓茂	1
20204021	眭固	2
20204022	眭固	2
20204031	严政	2
20204032	严政	2
20204041	陶升	1
20204042	陶升	1
20204051	程远志	2
20204052	程远志	2
20204061	波才	3
20204062	波才	3
20204071	白绕	3
20204072	白绕	3
20204081	张梁	3
20204082	张梁	3
20204091	何曼	3
20204092	何曼	3
20204101	刘辟	4
20204102	刘辟	4
20204111	裴元绍	4
20204112	裴元绍	4
20204121	张闿	4
20204122	张闿	4
20204131	张燕	4
20204132	张燕	4
20204141	卜巳	5
20204142	卜巳	5
20204151	张曼成	5
20204152	张曼成	5
20204161	于毒	5
20204162	于毒	5
20204171	张宝	6
20204172	张宝	6
20204181	张楚	6
20204182	张楚	6
20204191	张宁	6
20204192	张宁	6
20204201	黄巾兵	1
20204202	黄巾兵	1
20204211	黄巾兵	1
20204212	黄巾兵	1
20205011	卢植	1
20205012	卢植	1
20205021	唐姬	1
20205022	唐姬	1
20205031	刘虞	2
20205032	刘虞	2
20205041	穆顺	2
20205042	穆顺	2
20205051	伏完	2
20205052	伏完	2
20205061	吉平	3
20205062	吉平	3
20205071	刘繇	3
20205072	刘繇	3
20205081	王荣	3
20205082	王荣	3
20205091	杨彪	3
20205092	杨彪	3
20205101	王允	4
20205102	王允	4
20205111	何进	4
20205112	何进	4
20205121	赵忠	4
20205122	赵忠	4
20205131	朱儁	4
20205132	朱儁	4
20205141	万年公主	5
20205142	万年公主	5
20205151	皇甫嵩	5
20205152	皇甫嵩	5
20205161	张让	5
20205162	张让	5
20205171	董承	6
20205172	董承	6
20205181	何太后	6
20205182	何太后	6
20205191	曹节	6
20205192	曹节	6
20206011	陶谦	2
20206012	陶谦	2
20206021	许贡	2
20206022	许贡	2
20206031	邹氏	2
20206032	邹氏	2
20206041	蔡邕	3
20206042	蔡邕	3
20206051	陈登	3
20206052	陈登	3
20206061	胡车儿	3
20206062	胡车儿	3
20206071	邢道荣	3
20206072	邢道荣	3
20206081	潘凤	4
20206082	潘凤	4
20206091	士燮	4
20206092	士燮	4
20206101	司马徽	4
20206102	司马徽	4
20206111	吴普	4
20206112	吴普	4
20206121	蔡文姬	5
20206122	蔡文姬	5
20206131	陈珪	5
20206132	陈珪	5
20206141	韩馥	5
20206142	韩馥	5
20206151	华佗	5
20206152	华佗	5
20206161	刘表	5
20206162	刘表	5
20206171	祢衡	5
20206172	祢衡	5
20206181	庞德公	5
20206182	庞德公	5
20206191	于吉	5
20206192	于吉	5
20206201	贾诩	6
20206202	贾诩	6
20206211	吕布	6
20206212	吕布	6
20206221	南华老仙	6
20206222	南华老仙	6
20206231	许劭	6
20206232	许劭	6
20206241	左慈	6
20206242	左慈	6
20206251	刺客	1
20206252	刺客	1
20207011	华雄	1
20207012	华雄	1
20207021	马云騄	1
20207022	马云騄	1
20207031	董白	2
20207032	董白	2
20207041	马休	2
20207042	马休	2
20207051	张横	2
20207052	张横	2
20207061	韩遂	3
20207062	韩遂	3
20207071	李儒	3
20207072	李儒	3
20207081	牛辅	3
20207082	牛辅	3
20207091	庞德	4
20207092	庞德	4
20207101	董翓	4
20207102	董翓	4
20207111	李傕	4
20207112	李傕	4
20207121	马岱	5
20207122	马岱	5
20207131	马铁	4
20207132	马铁	4
20207141	李肃	5
20207142	李肃	5
20207151	马超	5
20207152	马超	5
20207161	马伶俐	3
20207162	马伶俐	3
20207171	樊稠	6
20207172	樊稠	6
20207181	马腾	6
20207182	马腾	6
20207191	徐荣	6
20207192	徐荣	6
20300011	董卓军	1
20300012	董卓军	1
20300021	鲲	1
20300022	鲲	1
20300031	郭汜	1
20300032	郭汜	1
20300041	吕布	1
20300042	吕布	1
20301011	吴兰	1
20301012	吴兰	1
20301021	张星彩	1
20301022	张星彩	1
20301031	关羽	2
20301032	关羽	2
20301041	糜竺	2
20301042	糜竺	2
20301051	糜夫人	2
20301052	糜夫人	2
20301061	魏延	3
20301062	魏延	3
20301071	廖化	3
20301072	廖化	3
20301081	周仓	3
20301082	周仓	3
20301091	庞统	3
20301092	庞统	3
20301101	王平	4
20301102	王平	4
20301111	张飞	4
20301112	张飞	4
20301121	关平	4
20301122	关平	4
20301131	徐庶	4
20301132	徐庶	4
20301141	黄忠	5
20301142	黄忠	5
20301151	赵襄	5
20301152	赵襄	5
20301161	诸葛亮	5
20301162	诸葛亮	5
20301171	刘永	6
20301172	刘永	6
20301181	黄月英	6
20301182	黄月英	6
20301191	法正	6
20301192	法正	6
20301201	雷铜	1
20301202	雷铜	1
20301211	伊籍	3
20301212	伊籍	3
20302011	夏侯杰	1
20302012	夏侯杰	1
20302021	夏侯惇	1
20302022	夏侯惇	1
20302031	李典	2
20302032	李典	2
20302041	邓艾	2
20302042	邓艾	2
20302051	王异	2
20302052	王异	2
20302061	许褚	3
20302062	许褚	3
20302071	荀彧	4
20302072	荀彧	4
20302081	张郃	3
20302082	张郃	3
20302091	薛灵芸	3
20302092	薛灵芸	3
20302101	何晏	3
20302102	何晏	3
20302111	典韦	4
20302112	典韦	4
20302121	王双	4
20302122	王双	4
20302131	甄姬	4
20302132	甄姬	4
20302141	曹金玉	5
20302142	曹金玉	5
20302151	司马懿	5
20302152	司马懿	5
20302161	曹昂	5
20302162	曹昂	5
20302171	曹仁	6
20302172	曹仁	6
20302181	郭照	6
20302182	郭照	6
20302191	田尚衣	6
20302192	田尚衣	6
20303011	贾华	1
20303012	贾华	1
20303021	吕蒙	1
20303022	吕蒙	1
20303031	陆逊	2
20303032	陆逊	2
20303041	丁奉	2
20303042	丁奉	2
20303051	徐氏	2
20303052	徐氏	2
20303061	甘宁	3
20303062	甘宁	3
20303071	徐盛	3
20303072	徐盛	3
20303081	凌统	3
20303082	凌统	3
20303091	孙茹	3
20303092	孙茹	3
20303101	孙策	4
20303102	孙策	4
20303111	张昭	4
20303112	张昭	4
20303121	孙坚	4
20303122	孙坚	4
20303131	周瑜	5
20303132	周瑜	5
20303141	张纮	4
20303142	张纮	4
20303151	韩当	5
20303152	韩当	5
20303161	大乔	5
20303162	大乔	5
20303171	葛玄	6
20303172	葛玄	6
20303181	祖茂	6
20303182	祖茂	6
20303191	太史慈	6
20303192	太史慈	6
20303201	刀斧手	1
20303202	刀斧手	1
20303211	解烦卫	1
20303212	解烦卫	1
20304011	邓茂	1
20304012	邓茂	1
20304021	陶升	1
20304022	陶升	1
20304031	眭固	2
20304032	眭固	2
20304041	严政	2
20304042	严政	2
20304051	程远志	2
20304052	程远志	2
20304061	波才	3
20304062	波才	3
20304071	白绕	3
20304072	白绕	3
20304081	张梁	3
20304082	张梁	3
20304091	何曼	3
20304092	何曼	3
20304101	刘辟	4
20304102	刘辟	4
20304111	裴元绍	4
20304112	裴元绍	4
20304121	张闿	4
20304122	张闿	4
20304131	张燕	4
20304132	张燕	4
20304141	卜巳	5
20304142	卜巳	5
20304151	张曼成	5
20304152	张曼成	5
20304161	于毒	5
20304162	于毒	5
20304171	张宝	6
20304172	张宝	6
20304181	张楚	6
20304182	张楚	6
20304191	张宁	6
20304192	张宁	6
20304201	黄巾兵	1
20304202	黄巾兵	1
20304211	黄巾兵	1
20304212	黄巾兵	1
20305011	卢植	1
20305012	卢植	1
20305021	唐姬	1
20305022	唐姬	1
20305031	刘虞	2
20305032	刘虞	2
20305041	穆顺	2
20305042	穆顺	2
20305051	伏完	2
20305052	伏完	2
20305061	吉平	3
20305062	吉平	3
20305071	刘繇	3
20305072	刘繇	3
20305081	王荣	3
20305082	王荣	3
20305091	杨彪	3
20305092	杨彪	3
20305101	王允	4
20305102	王允	4
20305111	何进	4
20305112	何进	4
20305121	赵忠	4
20305122	赵忠	4
20305131	朱儁	4
20305132	朱儁	4
20305141	万年公主	5
20305142	万年公主	5
20305151	皇甫嵩	5
20305152	皇甫嵩	5
20305161	张让	5
20305162	张让	5
20305171	董承	6
20305172	董承	6
20305181	何太后	6
20305182	何太后	6
20305191	曹节	6
20305192	曹节	6
20306011	华雄	1
20306012	华雄	1
20306021	马云騄	1
20306022	马云騄	1
20306031	董白	2
20306032	董白	2
20306041	马休	2
20306042	马休	2
20306051	张横	2
20306052	张横	2
20306061	韩遂	3
20306062	韩遂	3
20306071	李儒	3
20306072	李儒	3
20306081	牛辅	3
20306082	牛辅	3
20306091	马伶俐	3
20306092	马伶俐	3
20306101	庞德	4
20306102	庞德	4
20306111	董翓	4
20306112	董翓	4
20306121	李傕	4
20306122	李傕	4
20306131	马铁	4
20306132	马铁	4
20306141	马岱	5
20306142	马岱	5
20306151	李肃	5
20306152	李肃	5
20306161	马超	5
20306162	马超	5
20306171	樊稠	6
20306172	樊稠	6
20306181	马腾	6
20306182	马腾	6
20306191	徐荣	6
20306192	徐荣	6
20306201	段煨	4
20306202	段煨	4
20307011	陶谦	2
20307012	陶谦	2
20307021	许贡	2
20307022	许贡	2
20307031	邹氏	2
20307032	邹氏	2
20307041	蔡邕	3
20307042	蔡邕	3
20307051	陈登	3
20307052	陈登	3
20307061	胡车儿	3
20307062	胡车儿	3
20307071	邢道荣	3
20307072	邢道荣	3
20307081	潘凤	4
20307082	潘凤	4
20307091	士燮	4
20307092	士燮	4
20307101	司马徽	4
20307102	司马徽	4
20307111	吴普	4
20307112	吴普	4
20307121	蔡文姬	5
20307122	蔡文姬	5
20307131	陈珪	5
20307132	陈珪	5
20307141	韩馥	5
20307142	韩馥	5
20307151	华佗	5
20307152	华佗	5
20307161	刘表	5
20307162	刘表	5
20307171	祢衡	5
20307172	祢衡	5
20307181	庞德公	5
20307182	庞德公	5
20307191	于吉	5
20307192	于吉	5
20307201	贾诩	6
20307202	贾诩	6
20307211	吕布	6
20307212	吕布	6
20307221	南华老仙	6
20307222	南华老仙	6
20307231	许劭	6
20307232	许劭	6
20307241	左慈	6
20307242	左慈	6
20307251	刺客	1
20307252	刺客	1
20401011	吴兰	1
20401012	吴兰	1
20401021	张星彩	1
20401022	张星彩	1
20401031	关羽	2
20401032	关羽	2
20401041	糜竺	2
20401042	糜竺	2
20401051	刘禅	2
20401052	刘禅	2
20401061	魏延	3
20401062	魏延	3
20401071	廖化	3
20401072	廖化	3
20401081	周仓	3
20401082	周仓	3
20401091	伊籍	3
20401092	伊籍	3
20401101	王平	4
20401102	王平	4
20401111	张飞	4
20401112	张飞	4
20401121	张苞	5
20401122	张苞	5
20401131	徐庶	4
20401132	徐庶	4
20401141	黄忠	5
20401142	黄忠	5
20401151	关兴	4
20401152	关兴	4
20401161	诸葛亮	5
20401162	诸葛亮	5
20401171	刘永	6
20401172	刘永	6
20401181	黄月英	6
20401182	黄月英	6
20401191	法正	6
20401192	法正	6
20401201	雷铜	1
20401202	雷铜	1
20401211	赵云	4
20421212	赵云	4
20402011	曹休	1
20402012	曹休	1
20402021	夏侯惇	1
20402022	夏侯惇	1
20402031	李典	2
20402032	李典	2
20402041	邓艾	2
20402042	邓艾	2
20402051	王异	2
20402052	王异	2
20402061	何晏	3
20402062	何晏	3
20402071	许褚	3
20402072	许褚	3
20402081	张郃	3
20402082	张郃	3
20402091	薛灵芸	3
20402092	薛灵芸	3
20402101	荀彧	4
20402102	荀彧	4
20402111	典韦	4
20402112	典韦	4
20402121	甄姬	4
20402122	甄姬	4
20402131	曹仁	4
20402132	曹仁	4
20402141	曹金玉	5
20402142	曹金玉	5
20402151	司马懿	5
20402152	司马懿	5
20402161	曹昂	5
20402162	曹昂	5
20402171	郭照	6
20402172	郭照	6
20402181	田尚衣	6
20402182	田尚衣	6
20402191	钟会	6
20402192	钟会	6
20403011	贾华	1
20403012	贾华	1
20403021	吕蒙	1
20403022	吕蒙	1
20403031	陆逊	2
20403032	陆逊	2
20403341	丁奉	2
20403342	丁奉	2
20403351	徐氏	2
20403352	徐氏	2
20403361	葛玄	3
20403362	葛玄	3
20403071	甘宁	3
20403072	甘宁	3
20403081	凌统	3
20403082	凌统	3
20403091	孙茹	3
20403092	孙茹	3
20403101	徐盛	4
20403102	徐盛	4
20403111	孙策	4
20403112	孙策	4
20403121	张昭	4
20403122	张昭	4
20403131	张纮	4
20403132	张纮	4
20403141	周瑜	5
20403142	周瑜	5
20403151	韩当	5
20403152	韩当	5
20403161	大乔	5
20403162	大乔	5
20403171	孙坚	6
20403172	孙坚	6
20403181	黄盖	6
20403182	黄盖	6
20403191	太史慈	6
20403192	太史慈	6
20403201	刀斧手	1
20403202	刀斧手	1
20403211	解烦卫	1
20403212	解烦卫	1
20404011	邓茂	1
20404012	邓茂	1
20404021	陶升	1
20404022	陶升	1
20404031	眭固	2
20404032	眭固	2
20404041	严政	2
20404042	严政	2
20404051	波才	2
20404052	波才	2
20404061	程远志	3
20404062	程远志	3
20404071	白绕	4
20404072	白绕	4
20404081	何曼	3
20404082	何曼	3
20404091	张燕	5
20404092	张燕	5
20404101	刘辟	3
20404102	刘辟	3
20404111	裴元绍	4
20404112	裴元绍	4
20404121	张闿	4
20404122	张闿	4
20404131	张曼成	5
20404132	张曼成	5
20404141	卜巳	4
20404142	卜巳	4
20404151	于毒	5
20404152	于毒	5
20404161	张梁	3
20404162	张梁	3
20404171	张宝	6
20404172	张宝	6
20404181	张楚	6
20404182	张楚	6
20404191	张宁	6
20404192	张宁	6
20404201	黄巾兵	1
20404202	黄巾兵	1
20404211	黄巾兵	1
20404212	黄巾兵	1
20405011	卢植	1
20405012	卢植	1
20405021	冯方	1
20405022	冯方	1
20405031	伏完	2
20405032	伏完	2
20405041	董贵人	2
20405042	董贵人	2
20405051	朱儁	2
20405052	朱儁	2
20405061	吉平	3
20405062	吉平	3
20405071	刘繇	3
20405072	刘繇	3
20405081	皇甫嵩	3
20405082	皇甫嵩	3
20405091	陈登	4
20405092	陈登	4
20405101	杨彪	4
20405102	杨彪	4
20405111	王允	4
20405112	王允	4
20405121	万年公主	4
20405122	万年公主	4
20405131	赵忠	4
20405132	赵忠	4
20405141	何进	5
20405142	何进	5
20405151	张让	5
20405152	张让	5
20405161	唐姬	5
20405162	唐姬	5
20405171	刘辩	6
20405172	刘辩	6
20405181	何太后	6
20405182	何太后	6
20405191	曹节	6
20405192	曹节	6
20405201	王荣	3
20405202	王荣	3
20406011	华雄	1
20406012	华雄	1
20406021	马云騄	1
20406022	马云騄	1
20406031	董白	2
20406032	董白	2
20406041	马休	2
20406042	马休	2
20406051	张横	2
20406052	张横	2
20406061	韩遂	3
20406062	韩遂	3
20406071	李儒	3
20406072	李儒	3
20406081	牛辅	3
20406082	牛辅	3
20406091	马伶俐	3
20406092	马伶俐	3
20406101	庞德	4
20406102	庞德	4
20406111	董翓	4
20406112	董翓	4
20406121	段煨	4
20406122	段煨	4
20406131	马铁	4
20406132	马铁	4
20406141	马岱	5
20406142	马岱	5
20406151	李肃	5
20406152	李肃	5
20406161	马超	5
20406162	马超	5
20406171	樊稠	6
20406172	樊稠	6
20406181	马腾	6
20406182	马腾	6
20406191	徐荣	6
20406192	徐荣	6
20407011	陶谦	2
20407012	陶谦	2
20407021	邹氏	2
20407022	邹氏	2
20407031	蔡夫人	2
20407032	蔡夫人	2
20407041	蔡邕	3
20407042	蔡邕	3
20407051	严夫人	3
20407052	严夫人	3
20407061	邢道荣	3
20407062	邢道荣	3
20407071	童渊	3
20407072	童渊	3
20407081	潘凤	4
20407082	潘凤	4
20407091	士燮	4
20407092	士燮	4
20407101	司马徽	4
20407102	司马徽	4
20407111	吴普	4
20407112	吴普	4
20407121	蔡文姬	5
20407122	蔡文姬	5
20407131	许贡	5
20407132	许贡	5
20407141	韩馥	5
20407142	韩馥	5
20407151	华佗	5
20407152	华佗	5
20407161	刘表	5
20407162	刘表	5
20407171	祢衡	5
20407172	祢衡	5
20407181	庞德公	5
20407182	庞德公	5
20407191	于吉	5
20407192	于吉	5
20407201	贾诩	6
20407202	贾诩	6
20407211	吕布	6
20407212	吕布	6
20407221	南华老仙	6
20407222	南华老仙	6
20407231	许劭	6
20407232	许劭	6
20407241	左慈	6
20407242	左慈	6
20400011	关羽	2
20400012	关羽	2
20400021	刘禅	2
20400022	刘禅	2
20400031	张飞	4
20400032	张飞	4
20400041	关兴	4
20400042	关兴	4
20400051	张苞	5
20400052	张苞	5
20400061	法正	6
20400062	法正	6
20400071	西凉兵	1
20400072	西凉兵	1
20400081	西凉兵	1
20400082	西凉兵	1
20400091	西凉兵	1
20400092	西凉兵	1
20400101	西凉兵	1
20400102	西凉兵	1
20400111	华雄	1
20400112	华雄	1
20400121	西凉兵	1
20400122	西凉兵	1
20400131	吕布	6
20400132	吕布	6
20501011	吴兰	1
20501012	吴兰	1
20501021	张星彩	1
20501022	张星彩	1
20501031	关羽	2
20501032	关羽	2
20501041	糜竺	2
20501042	糜竺	2
20501051	刘禅	2
20501052	刘禅	2
20501061	魏延	3
20501062	魏延	3
20501071	廖化	3
20501072	廖化	3
20501081	周仓	3
20501082	周仓	3
20501091	关银屏	3
20501092	关银屏	3
20501101	张飞	4
20501102	张飞	4
20501111	关兴	4
20501112	关兴	4
20501121	赵云	4
20501122	赵云	4
20501131	黄月英	4
20501132	黄月英	4
20501141	张苞	5
20501142	张苞	5
20501151	黄忠	5
20501152	黄忠	5
20501161	诸葛亮	5
20501162	诸葛亮	5
20501171	刘永	6
20501172	刘永	6
20501181	法正	6
20501182	法正	6
20501191	蒋琬	6
20501192	蒋琬	6
20501201	雷铜	1
20501202	雷铜	1
20501211	费祎	3
20501212	费祎	3
20502011	曹休	1
20502012	曹休	1
20502021	夏侯惇	1
20502022	夏侯惇	1
20502031	李典	2
20502032	李典	2
20502041	邓艾	2
20502042	邓艾	2
20502051	王异	2
20502052	王异	2
20502061	何晏	3
20502062	何晏	3
20502071	张郃	3
20502072	张郃	3
20502081	薛灵芸	3
20502082	薛灵芸	3
20502091	典韦	3
20502092	典韦	3
20502101	荀彧	4
20502102	荀彧	4
20502111	甄姬	4
20502112	甄姬	4
20502121	曹仁	4
20502122	曹仁	4
20502131	曹昂	4
20502132	曹昂	4
20502141	曹金玉	5
20502142	曹金玉	5
20502151	司马懿	5
20502152	司马懿	5
20502161	郭嘉	5
20502162	郭嘉	5
20502171	郭照	6
20502172	郭照	6
20502181	田尚衣	6
20502182	田尚衣	6
20502191	钟会	6
20502192	钟会	6
20503011	吕蒙	1
20503012	吕蒙	1
20503021	陈武	1
20503022	陈武	1
20503031	陆逊	2
20503032	陆逊	2
20503041	丁奉	2
20503042	丁奉	2
20503051	徐氏	2
20503052	徐氏	2
20503061	葛玄	3
20503062	葛玄	3
20503071	甘宁	3
20503072	甘宁	3
20503081	凌统	3
20503082	凌统	3
20503091	孙茹	3
20503092	孙茹	3
20503101	孙策	4
20503102	孙策	4
20503111	张昭	4
20503112	张昭	4
20503121	张纮	4
20503122	张纮	4
20503131	太史慈	4
20503132	太史慈	4
20503141	周瑜	6
20503142	周瑜	6
20503151	韩当	5
20503152	韩当	5
20503161	徐盛	5
20503162	徐盛	5
20503171	孙坚	5
20503172	孙坚	5
20503181	黄盖	6
20503182	黄盖	6
20503191	周夷	6
20503192	周夷	6
20503201	解烦卫	1
20503202	解烦卫	1
20503211	董袭	1
20503212	董袭	1
20504011	邓茂	1
20504012	邓茂	1
20504021	陶升	1
20504022	陶升	1
20504031	眭固	2
20504032	眭固	2
20504041	严政	2
20504042	严政	2
20504051	波才	2
20504052	波才	2
20504061	刘辟	3
20504062	刘辟	3
20504071	张梁	3
20504072	张梁	3
20504081	何曼	3
20504082	何曼	3
20504091	程远志	3
20504092	程远志	3
20504101	白绕	4
20504102	白绕	4
20504111	裴元绍	4
20504112	裴元绍	4
20504121	张闿	4
20504122	张闿	4
20504131	卜巳	4
20504132	卜巳	4
20504141	张燕	5
20504142	张燕	5
20504151	张曼成	5
20504152	张曼成	5
20504161	于毒	5
20504162	于毒	5
20504171	张宝	6
20504172	张宝	6
20504181	张楚	6
20504182	张楚	6
20504191	张宁	6
20504192	张宁	6
20505011	卢植	1
20505012	卢植	1
20505021	冯方	1
20505022	冯方	1
20505031	伏完	2
20505032	伏完	2
20505041	董贵人	2
20505042	董贵人	2
20505051	朱儁	2
20505052	朱儁	2
20505061	刘繇	3
